Algo,Overall,Bucket 0(0.653),Bucket 1(0.063),Bucket 2(0.066),Bucket 3(0.045),Bucket 4(0.023),Bucket 5(0.014),Bucket 6(0.009),Bucket 7(0.011),Bucket 8(0.009),Bucket 9(0.011),Bucket 10(0.014),Bucket 11(0.007),Bucket 12(0.014),Bucket 13(0.016),Bucket 14(0.011),Bucket 15(0.009),Bucket 16(0.005),Bucket 17(0.002),Bucket 18(0.002),Bucket 19(0.0),Bucket 20(0.005),Bucket 21(0.009),Bucket 22(0.002),Bucket 23(0.0),Bucket 24(0.0),Bucket 25(0.0),Bucket 26(0.0),Bucket 27(0.0),Bucket 28(0.0),Bucket 29(0.0),Bucket 30(0.0),Bucket 31(0.0),Bucket 32(0.0),Bucket 33(0.0)
xtra_tree,0.9,0.99,0.93,0.93,0.95,0.6,0.5,0.75,0.8,0.5,0.8,0.33,0.33,0.17,0.57,0.6,0.75,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
