pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.82,0.98,0.77,0.86,0.7,0.5,0.69
10,0.83,0.97,0.9,0.89,0.75,0.84,0.49
25,0.8,0.98,0.85,0.78,0.72,0.65,0.46
40,0.76,0.98,0.82,0.74,0.6,0.4,0.35
50,0.75,0.98,0.81,0.66,0.61,0.49,0.36
