pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.94,1.0,1.0,1.0,1.0,1.0,0.0
10,0.84,1.0,0.83,0.5,1.0,0.0,0.0
