pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.74,0.79,0.92,0.74,0.5,0.45,0.25
10,0.7,0.71,0.91,0.78,0.8,0.66,0.5
25,0.69,0.75,0.81,0.83,0.78,0.66,0.59
40,0.69,0.76,0.85,0.74,0.84,0.72,0.71
50,0.68,0.77,0.87,0.78,0.87,0.71,0.7
