pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.88,0.99,0.89,0.89,0.72,0.56,0.6
10,0.87,0.99,0.89,0.86,0.87,0.58,0.7
25,0.88,0.99,0.88,0.89,0.84,0.56,0.63
40,0.86,0.99,0.9,0.88,0.85,0.68,0.71
50,0.86,0.99,0.91,0.87,0.84,0.74,0.7
