pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.75,0.84,0.81,0.68,0.57,0.23,0.4
10,0.71,0.78,0.82,0.81,0.62,0.48,0.6
25,0.7,0.82,0.83,0.74,0.79,0.57,0.67
40,0.69,0.83,0.87,0.81,0.85,0.67,0.77
50,0.7,0.85,0.86,0.84,0.8,0.79,0.78
