pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5,Bucket 6,Bucket 7,Bucket 8,Bucket 9,Bucket 10,Bucket 11,Bucket 12,Bucket 13,Bucket 14,Bucket 15
0.77,0.8,0.93,0.86,0.89,0.89,0.96,0.92,0.84,0.7,0.82,0.53,0.63,0.5,0.42,0.38,0.17,0.0
