pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.85,0.99,0.94,0.93,0.55,0.44,0.46
10,0.87,0.98,0.93,0.91,0.76,0.76,0.56
25,0.84,0.99,0.87,0.86,0.84,0.64,0.56
40,0.84,0.98,0.87,0.86,0.83,0.67,0.67
50,0.83,0.99,0.9,0.87,0.82,0.7,0.69
