pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.75,0.83,0.9,0.75,0.5,0.2,0.3
10,0.78,0.98,0.95,0.9,0.82,0.75,0.39
25,0.78,0.95,0.96,0.92,0.81,0.85,0.69
40,0.77,0.95,0.97,0.9,0.82,0.93,0.62
50,0.72,0.92,0.96,0.9,0.8,0.83,0.78
