pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.78,0.93,0.79,0.66,0.54,0.35,0.55
10,0.79,0.93,0.73,0.68,0.74,0.47,0.3
25,0.79,0.94,0.76,0.73,0.69,0.57,0.54
40,0.78,0.94,0.78,0.76,0.7,0.64,0.59
50,0.78,0.95,0.78,0.78,0.69,0.61,0.62
