pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.81,0.89,0.95,0.8,0.4,0.67,0.2
10,0.74,0.93,0.87,0.89,0.7,0.42,0.2
25,0.7,0.9,0.87,0.82,0.72,0.77,0.4
40,0.72,0.93,0.9,0.87,0.84,0.74,0.61
50,0.69,0.93,0.92,0.88,0.79,0.79,0.53
