pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.86,0.99,0.94,0.95,0.7,0.6,0.48
10,0.84,0.98,0.85,0.97,0.87,0.48,0.37
25,0.85,0.99,0.87,0.87,0.81,0.71,0.63
40,0.84,0.99,0.89,0.88,0.88,0.69,0.63
50,0.83,0.99,0.88,0.88,0.85,0.76,0.63
