pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.86,0.99,0.82,0.83,0.79,0.32,0.44
10,0.84,0.99,0.84,0.81,0.69,0.65,0.54
25,0.82,0.99,0.87,0.75,0.73,0.62,0.5
40,0.82,0.99,0.88,0.82,0.81,0.66,0.59
50,0.82,0.99,0.89,0.85,0.84,0.63,0.65
