pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.77,0.92,0.86,0.79,0.6,0.55,0.25
10,0.74,0.83,0.88,0.75,0.73,0.76,0.72
25,0.73,0.84,0.86,0.85,0.85,0.65,0.62
40,0.66,0.78,0.82,0.72,0.8,0.8,0.71
50,0.64,0.78,0.81,0.78,0.74,0.71,0.72
