pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5,Bucket 6,Bucket 7,Bucket 8,Bucket 9,Bucket 10,Bucket 11,Bucket 12,Bucket 13,Bucket 14,Bucket 15
0.81,0.8,0.91,0.86,0.89,0.89,0.94,0.92,0.84,0.68,0.6,0.4,0.33,0.44,0.42,0.29,0.19,0.05
