pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5,Bucket 6,Bucket 7,Bucket 8,Bucket 9,Bucket 10,Bucket 11,Bucket 12,Bucket 13,Bucket 14,Bucket 15
0.81,0.83,0.98,0.83,0.89,0.89,0.96,0.91,0.78,0.7,0.89,0.53,0.74,0.25,0.47,0.29,0.26,0.14
