pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.87,0.97,1.0,1.0,0.55,0.7,0.25
10,0.84,0.95,0.96,0.99,0.62,0.8,0.75
25,0.84,0.96,0.99,0.97,0.9,1.0,0.8
40,0.8,0.97,0.97,0.95,0.93,0.93,0.72
50,0.78,0.96,0.98,0.95,0.91,0.93,0.87
