pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.86,0.95,1.0,0.98,0.5,0.7,0.5
10,0.86,0.96,1.0,0.9,0.84,0.87,0.52
25,0.86,0.97,0.99,0.97,0.92,0.99,0.82
40,0.83,0.96,0.98,0.97,0.92,0.98,0.9
50,0.8,0.94,0.97,0.98,0.91,0.93,0.91
