pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.7,0.76,0.82,0.67,0.37,0.47,0.15
10,0.68,0.75,0.84,0.71,0.71,0.67,0.4
25,0.67,0.74,0.8,0.72,0.77,0.76,0.6
40,0.65,0.75,0.79,0.75,0.82,0.61,0.65
50,0.62,0.78,0.73,0.75,0.75,0.67,0.7
