pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.81,0.95,0.8,0.68,0.68,0.35,0.44
10,0.8,0.94,0.83,0.85,0.8,0.49,0.55
25,0.82,0.95,0.81,0.85,0.81,0.66,0.56
40,0.8,0.95,0.79,0.8,0.81,0.59,0.57
50,0.79,0.95,0.82,0.83,0.81,0.61,0.64
