pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.88,0.95,0.98,1.0,0.7,0.6,0.5
10,0.82,0.99,0.98,1.0,0.66,0.7,0.45
25,0.85,0.97,0.98,0.98,0.92,0.91,0.77
40,0.82,0.98,0.98,0.98,0.87,0.95,0.82
50,0.79,0.96,0.97,0.97,0.9,0.92,0.83
