pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5,Bucket 6,Bucket 7,Bucket 8,Bucket 9,Bucket 10,Bucket 11,Bucket 12,Bucket 13,Bucket 14,Bucket 15
0.77,0.77,0.96,0.83,0.83,0.85,0.94,0.88,0.73,0.12,0.29,0.13,0.21,0.17,0.05,0.05,0.17,0.07
