pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.86,0.99,0.85,0.68,0.79,0.45,0.76
10,0.84,0.99,0.91,0.77,0.75,0.77,0.76
25,0.84,0.99,0.87,0.81,0.76,0.58,0.55
40,0.82,0.99,0.89,0.82,0.76,0.69,0.58
50,0.82,0.99,0.89,0.8,0.78,0.63,0.61
