pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.7,0.0,0.78,1.0,0.75,0.35,0.4
10,0.67,0.0,0.8,0.77,0.8,0.76,0.45
25,0.66,0.0,0.81,0.8,0.8,0.73,0.75
40,0.65,0.0,0.8,0.83,0.81,0.76,0.75
50,0.66,0.0,0.85,0.86,0.8,0.81,0.79
