pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.71,0.0,0.97,0.84,0.35,0.4,0.45
10,0.73,0.0,0.96,0.93,0.8,0.91,0.37
25,0.73,0.0,0.96,0.94,0.92,0.89,0.65
40,0.63,0.0,0.87,0.84,0.73,0.82,0.72
50,0.66,0.0,0.97,0.92,0.85,0.84,0.72
