pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.79,0.0,1.0,0.96,0.56,0.0,0.67
10,0.77,0.0,0.95,1.0,1.0,1.0,0.17
25,0.75,0.0,0.97,0.94,0.93,0.77,0.67
40,0.74,0.0,0.99,0.98,0.88,0.81,0.76
50,0.7,0.0,0.99,0.97,0.94,0.84,0.76
