pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.86,0.99,0.96,1.0,0.45,0.5,0.3
10,0.84,0.98,0.94,0.99,0.73,0.8,0.43
25,0.82,0.97,0.97,0.98,0.9,0.94,0.63
40,0.78,0.97,0.96,0.97,0.89,0.98,0.78
50,0.77,0.96,0.97,0.97,0.89,0.93,0.7
