pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5,Bucket 6,Bucket 7,Bucket 8,Bucket 9,Bucket 10,Bucket 11,Bucket 12,Bucket 13,Bucket 14,Bucket 15
0.77,0.81,0.97,0.83,0.77,0.87,0.95,0.88,0.78,0.64,0.86,0.47,0.53,0.08,0.21,0.19,0.26,0.0
