pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.71,0.0,0.94,0.78,0.83,0.43,0.22
10,0.72,0.0,0.88,0.79,0.72,0.79,0.48
25,0.63,0.0,0.86,0.73,0.78,0.74,0.8
40,0.64,0.0,0.78,0.79,0.84,0.8,0.74
50,0.61,0.0,0.78,0.83,0.84,0.7,0.83
