pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.67,0.0,0.88,0.66,0.67,0.76,0.2
10,0.68,0.0,0.82,0.81,0.61,0.65,0.4
25,0.66,0.0,0.83,0.75,0.76,0.69,0.79
40,0.64,0.0,0.81,0.75,0.8,0.69,0.7
50,0.59,0.0,0.8,0.77,0.81,0.6,0.78
