pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.82,0.95,0.72,0.61,0.9,0.55,0.51
10,0.81,0.94,0.79,0.75,0.8,0.48,0.56
25,0.81,0.94,0.79,0.79,0.82,0.56,0.59
40,0.81,0.94,0.8,0.77,0.81,0.6,0.71
50,0.79,0.94,0.78,0.82,0.81,0.59,0.67
