pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.71,0.83,0.89,0.77,0.4,0.45,0.58
10,0.72,0.81,0.86,0.81,0.57,0.63,0.33
25,0.7,0.78,0.78,0.86,0.83,0.67,0.61
40,0.66,0.77,0.8,0.76,0.71,0.72,0.67
50,0.63,0.72,0.77,0.75,0.77,0.75,0.67
