pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.73,0.0,0.92,0.87,0.67,0.7,0.63
10,0.71,0.0,0.98,0.97,0.66,0.81,0.64
25,0.72,0.0,0.98,0.9,0.84,0.79,0.73
40,0.71,0.0,0.95,0.94,0.89,0.92,0.67
50,0.67,0.0,0.95,0.93,0.84,0.9,0.77
