pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.69,0.0,0.93,0.9,0.69,0.52,0.2
10,0.67,0.0,0.83,0.77,0.84,0.56,0.55
25,0.63,0.0,0.81,0.8,0.71,0.6,0.71
40,0.6,0.0,0.76,0.78,0.74,0.6,0.64
50,0.58,0.0,0.77,0.77,0.75,0.66,0.69
