pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.7,0.0,0.97,0.9,0.75,0.6,0.45
10,0.79,0.0,0.96,0.93,0.92,0.92,0.64
25,0.77,0.0,0.98,0.99,0.93,0.84,0.66
40,0.75,0.0,0.99,0.97,0.91,0.95,0.85
50,0.72,0.0,0.98,0.97,0.95,0.88,0.82
