pct,overall_acc,Bucket 0,Bucket 1,Bucket 2,Bucket 3,Bucket 4,Bucket 5
5,0.76,0.0,0.99,0.98,0.62,0.5,0.3
10,0.74,0.0,0.98,0.89,0.7,0.77,1.0
25,0.73,0.0,0.98,0.91,0.8,0.71,0.64
40,0.71,0.0,0.97,0.89,0.83,0.82,0.79
50,0.69,0.0,0.99,0.93,0.88,0.89,0.82
